code,name,account_type,reconcile
21140000,الاجور المستبعدة,expense,False
21140100,اجور مستبعد للتحصيل من شراء الأصول غير المالية,expense,False
21140101,أجور مستبعدة من مصادر أخرى,expense,True
21200000,راء السلع والخدمات,expense,False
21210000,السلع,expense,False
21210100,المواد الخام,expense,False
21210101,الأدوية,expense,True
21210102,الأغذية,expense,True
21210103,مواد خام أخرى,expense,True
21210104,مستلزمات طبية,expense,True
21210200,وقود وزيوت و قوى محركة للتشغيل,expense,False
21210201,فحومات,expense,True
21210202,مواد بترولية وغاز,expense,True
21210203,مواد تزييت و تشحيم,expense,True
21210204,كهرباء,expense,True
21210300,وقود وزيوت لسيارات الركوب,expense,False
21210301,مواد بترولية وغاز,expense,True
21210302,مواد تزييت و تشحيم,expense,True
21210400,قطع غيار ومهمات,expense,False
21210401,قطع غيار و مواد للصيانة,expense,True
21210402,مواد و مهمات متنوعة,expense,True
21210500,مواد تعبئة وتغليف,expense,False
21210501,مواد مستهلكة,expense,True
21210502,مواد متداولة,expense,True
21210600,ادوات كتابية وكتب,expense,False
21210601,ادوات كتابية ومكتبية,expense,True
21210602,كتب ومجلات ووثائق اخرى للمكتبات,expense,True
21210603,كراسات ودفاتر,expense,True
21210604,مطبوعات اخرى,expense,True
21210700,مياه وانارة,expense,False
21210701,مياه,expense,True
21210702,انارة,expense,True
21210800,مستلزمات سلعية متنوعة,expense,False
21210801,مستلزمات تعليمية ومعينات سمعية و بصرية,expense,True
21210802,مستلزمات تنظيم الحدائق,expense,True
21210803,مستلزمات تصوير,expense,True
21210804,مستلزمات موسيقى,expense,True
21210805,مستلزمات العاب رياضية,expense,True
21210806,مستلزمات سلعية متنوعة,expense,True
21210900,سلع مشتراه بغرض إعادة البيع,expense,False
21210901,محلية,expense,True
21210902,أجنبية,expense,True
21220000,الخدمات,expense,False
21220100,نفقات الصيانة,expense,False
21220101,صيانة و تطهير لوسائل الرى و الصرف,expense,True
21220102,صيانة و ترميم مبانى انشاءات و اعمال صغيرة المبانى,expense,True
21220103,صيانة مرافق و شبكات,expense,True
21220104,صيانة طرق و جسور و كبارى,expense,True
21220105,صيانة آلات و معدات,expense,True
21220106,صيانة وسائل نقل واتصالات,expense,True
21220107,صيانة اثاث و معدات مكتبية ومكاتب,expense,True
21220108,صيانة الحاسبات والاجهزة الالكترونية,expense,True
21220109,اخرى,expense,True
21220110,صيانة الأجهزة الطبية,expense,True
21220111,صيانة مبانى الحى الحكومى بالعاصمة الادارية الجديدة,expense,True
21220200,نشر واعلان ودعاية واستقبال,expense,False
21220201,نفقات نشر واعلان,expense,True
21220202,نفقات دعاية,expense,True
21220203,نفقات الحفلات و الاستقبالات,expense,True
21220204,نفقات الزيارات الدولية والاشتراك فى المؤتمرات الدولية,expense,True
21220205,نفقات الاشتراك فى المؤتمرات المحلية,expense,True
21220206,نفقات الشئون والعلاقات العامة,expense,True
21220207,اخرى,expense,True
21220300,نفقات طبع ودوريات وحقوق تأليف,expense,False
21220301,نفقات طبع,expense,True
21220302,اشتراكات فى مجلات وجرائد ودوريات,expense,True
21220303,شراء حقوق المؤلفين,expense,True
21220304,نفقات تشجيع التأليف والمؤلفين,expense,True
21220305,اصدار كتب ومجلات ونشرات وثقافية وعلمية,expense,True
21220306,اخرى,expense,True
21220400,نقل وانتقالات عامة,expense,False
21220401,نقل مهمات بالسكة الحديد,expense,True
21220402,انتقالات عامة للعاملين و غير العاملين بالسكك الحديدية,expense,True
21220403,نقل وانتقالات عامة بوسائل اخرى للسفر بالداخل,expense,True
21220404,نقل وانتقالات عامة بوسائل اخرى للسفر بالخارج,expense,True
21220405,تكاليف نقل وانتقالات وبدل انتقال للمعارين بالخارج,expense,True
21220406,بدل انتقال للسفر بالداخل,expense,True
21220407,بدل انتقال للسفر بالخارج,expense,True
21220408,المقابل النقدى للعاملين بالمناطق النائية,expense,True
21220409,اخرى,expense,True
21220410,بدل الانتقال للموظفين المنتقلين للعاصمة الادارية الجديدة,expense,True
21220411,بدل سكن للموظفين المنتقلين للعاصمة الاداراية الجديدة,expense,True
21220500,البريد والإتصالات,expense,False
21220501,بريد,expense,True
21220502,تليفون,expense,True
21220503,تلغراف,expense,True
21220504,اشتراك تيكر,expense,True
21220505,تلكس و فاكس,expense,True
21220506,شبكة الانترنت,expense,True
21220507,اخرى,expense,True
21220508,خطوط الإنترنت المؤمنة,expense,True
21220600,ايجار,expense,False
21220601,ايجار أراضى ومبانى ومخازن وجراجات وغيرها,expense,True
21220602,ايجار آلات احصائية وحاسبات,expense,True
21220603,ايجار آلات وماكينات ومعدات,expense,True
21220604,ايجار خيام وكراسى,expense,True
21220605,ايجار وسائل نقل,expense,True
21220606,مقابل حق الانتفاع لمبانى الحى الحكومى بالعاصمة الادارية الجديدة,expense,True
21220700,نفقات إقامة معارض ومؤتمرات,expense,False
21220701,بالداخل,expense,True
21220702,بالخارج,expense,True
21220800,تكاليف العلاقات الثقافية والتعاون الخارجى,expense,False
21220801,تكاليف تبادل البعثات والوفود مع الحكومات الاجنبية وتنفيذ المعاهدات الثقافية,expense,True
21220802,تكاليف المكاتب و المراكز الثقافية و مكاتب البعثات,expense,True
21220803,أخرى,expense,True
21220900,تكاليف البحوث والتطوير وتدريب العاملين,expense,False
21220901,خدمات ابحاث وتجارب,expense,True
21220902,تكاليف البرامج التدريبية,expense,True
21221000,نفقات خدمية متنوعة,expense,False
21221001,نفقات تأمين و عمولة,expense,True
21221002,نفقات الأعياد و المواسم,expense,True
21221003,نفقات تنفيذ الأحكام القضائية,expense,True
21221004,نفقات رسوم القيد بنقابة المحامين,expense,True
21221005,نفقات لجان تحكيم,expense,True
21221006,نفقات تشغيل لدى الغير و مقاولى الباطن,expense,True
21221007,نفقات سرية وذات طبيعة خاصة,expense,True
21221008,اخرى متنوعة,expense,True
21221009,نفقات خدمات الصرف الصحي,expense,True
21221010,نفقات النظافة,expense,True
21221011,نفقات الأمن والحراسة,expense,True
21221012,نفقات مقابل الخدمات الاعلامية,expense,True
21221013,نفقات خدمات التصديق الالكترونى الحكومية,expense,True
21221014,نفقات التامين على ارباب العهد,expense,True
21230000,شراء السلع والخدمات والاحتياطيات العامة,expense,False
21230100,شراء السلع والخدمات الإجمالية,expense,False
21230101,شراء سلع وخدمات إجمالية مدرجة بموازنات الجهات,expense,True
21230102,اعتمادات شراء سلع وخدمات للحسابات والصناديق الخاصة,expense,True
21230200,المتطلبات الإضافية لشراء السلع والخدمات,expense,False
21230201,احتياطيات عامة لشراء السلع والخدمات,expense,True
21230202,المتطلبات الإضافية الأخرى لشراء السلع والخدمات,expense,True
21240000,شراء السلع والخدمات المستبعدة,expense,False
21240100,شراء السلع والخدمات مستبعدة بالتحصيل من شراء الأصول غير المالية,expense,False
21240101,شراء السلع والخدمات مستبعدة من مصادر أخرى,expense,True
21300000,الفوائد,expense,False
21310000,فوائد خارجية,expense,False
21310100,فوائد خارجية (لغير المقيمين),expense,False
21310101,فوائد الدين العام الخارجى,expense,True
21310102,فوائد خارجية تسددها الجهات,expense,True
21320000,فوائد محلية ( المقيمين ),expense,False
21320100,بخلاف وحدات الحكومة العامة,expense,False
21320101,فوائد سندات البنك المركزى,expense,True
21320102,فوائد سندات السلع التموينية,expense,True
21320103,فوائد سندات الزيادة فى رؤوس أموال البنوك,expense,True
21320104,فوائد السندات الدولارية بالعجز فى مركز العملات الأجنبية,expense,True
21320105,فوائد الأذون على الخزانة العامة,expense,True
21320106,فوائد سندات الخزانة المصرية,expense,True
21320107,فوائد التغطية المؤقتة للرصيد المدين,expense,True
21320108,فوائد السندات المحلية,expense,True
21320109,فوائد سندات العجز الاكتوارى لصندوقى التأمينات,expense,True
21320110,فوائد ال5% سندات حكومية,expense,True
21320111,فوائد السندات المتوقع اصدارها لصالح صندوقى التأمين,expense,True
21320112,فوائد ارصدة الأموال المساندة,expense,True
21320113,أخرى,expense,True
21320200,لوحدات الحكومة العامة,expense,False
21320201,فوائد قروض تمويل الاستثمارات,expense,True
21320202,للخزانة العامة ( تشمل فوائد القروض الخارجية والمعاد اقراضها من الخزانة ),expense,True
21320203,لجهات اخرى (شاملة المحليات),expense,True
21330000,الفوائد الإجمالية والاحتياطيات العامة,expense,False
21330100,الفوائد الإجمالية,expense,False
21330101,فوائد إجمالية مدرجة بموازنات الجهات,expense,True
21330102,اعتمادات فوائد للحسابات والصناديق الخاصة,expense,True
21330200,المتطلبات الإضافية للفوائد,expense,False
21330201,احتياطيات عامة للفوائد,expense,True
21330202,المتطلبات الإضافية الأخرى للفوائد,expense,True
21340000,الفوائد المستبعدة,expense,False
21340100,فوائد مستبعدة بالتحصيل من شراء الأصول غير المالية,expense,False
21340101,فوائد مستبعدة من مصادر أخرى,expense,True
21400000,الدعم والمنح والمزايا الاجتماعية,expense,False
21410000,الدعم,expense,False
21410100,لمؤسسات غير مالية,expense,False
21410101,دعم السلع التموينية,expense,True
21410102,دعم المواد البترولية,expense,True
21410103,دعم تنشيط الصادرات,expense,True
21410104,دعم المزارعين,expense,True
21410105,دعم الكهرباء,expense,True
21410106,دعم نقل الركاب,expense,True
21410107,التأمين الصحى والأدوية,expense,True
21410108,دعم الأنشطة الصناعية والزراعية,expense,True
21410109,دعم تنمية الصعيد,expense,True
21410110,اخرى,expense,True
21410111,دعم الأراضى الصناعية,expense,True
21410200,لمؤسسات مالية,expense,False
21410201,دعم فائدة القروض الميسرة,expense,True
21410202,دعم إسكان محدودى الدخل,expense,True
21410203,أخــــــــرى,expense,True
21420000,المنح,expense,False
21420100,المنح للحكومات الأجنبية,expense,False
21420101,جارى,expense,True
21420102,رأسمالى,expense,True
21420200,منح للمنظمات الدولية,expense,False
21420201,جارى,expense,True
21420202,رأسمالى,expense,True
21420300,منح لجهات الحكومة العامة,expense,False
21420301,جارى,expense,True
21420302,رأسمالى,expense,True
21430000,مزايا اجتماعية,expense,False
21430100,مزايا للأمان الإجتماعى,expense,False
21430101,معاش الضمان الاجتماعى,expense,True
21430102,معاش الطفل,expense,True
21430103,مزايا للأمان الاجتماعى عينية,expense,True
21430104,أخرى,expense,True
21430200,مساعدات إجتماعية,expense,False
21430201,مساهمات فى صناديق المعاشات,expense,True
21430202,مساعدات اجتماعية عينية,expense,True
21430203,مساعدات اجتماعية نقدية,expense,True
21430300,نفقات خدمية لغير العاملين,expense,False
21430301,نفقات علاج موطنى جمهورية مصر العربية,expense,True
21430302,نفقات نشاط رياضى واجتماعى لغير العاملين,expense,True
21430303,نفقات خدمات صحية لغير العاملين,expense,True
21430304,مكافآت لغير العاملين عن خدمات مؤداه,expense,True
21430305,جوائز وأوسمة,expense,True
21430400,مزايا إجتماعية للعاملين,expense,False
21430401,نفقات دفن,expense,True
21430402,نفقات محو الأمية,expense,True
21430403,مزايا اجتماعية للعاملين عينية,expense,True
21430404,أخرى,expense,True
21440000,الدعم والمنح الإجمالية والاحتياطيات العامة,expense,False
21440100,الدعم والمنح الإجمالية,expense,False
21440101,دعم ومنح إجمالية مدرجة بموازنات الجهات,expense,True
21440102,اعتمادات دعم ومنح للحسابات والصناديق الخاصة,expense,True
21440200,المتطلبات الإضافية للدعم والمنح,expense,False
21440201,احتياطيات عامة للدعم والمنح,expense,True
21440202,المتطلبات الإضافية الأخرى للدعم والمنح,expense,True
21450000,الدعم والمنح والمزايا الاجتماعية المستبعدة,expense,False
21450100,الدعم والمنح مستبعدة بالتحصيل من شراء الأصول غير المالية,expense,False
21450101,الدعم والمنح مستبعدة من مصادر أخرى,expense,True
21500000,المصروفات الأخرى,expense,False
21510000,جارية,expense,False
21510100,ضرائب ورسوم,expense,False
21510101,الضرائب الجمركية,expense,True
21510102,ضريبة المبيعات,expense,True
21510103,رسوم تنمية الموارد,expense,True
21510104,رسوم تراخيص السيارات,expense,True
21510105,رسوم فحص العينات,expense,True
21510106,ضرائب عقارية,expense,True
21510107,رسوم تسجيل,expense,True
21510108,عمولات أو مصاريف نقل الملكية,expense,True
21510109,أخرى,expense,True
21510110,مقابل الاعفاءات الضريبية,expense,True
21510200,اشتراكات,expense,False
21510201,فى هيئات محلية,expense,True
21510202,فى هيئات دولية,expense,True
21510300,متنوعة,expense,False
21510301,تعويضات وغرامات,expense,True
21510302,نفقات رأسمالية متنوعة,expense,True
21510303,فائض مرحل,expense,True
21510304,تحويلات جارية وتخصيصية أخرى,expense,True
21520000,المصروفات الأخرى الإجمالية والاحتياطيات العامة,expense,False
21520100,المصروفات الأخرى الإجمالية,expense,False
21520101,ق.م,expense,True
21520102,مصروفات أخرى إجمالية مدرجة بموازنات الجهات,expense,True
21520103,اعتمادات مصروفات أخرى للحسابات والصناديق الخاصة,expense,True
21520200,المتطلبات الإضافية للمصروفات الأخرى,expense,False
21520201,احتياطيات عامة للمصروفات الأخرى,expense,True
21520202,المتطلبات الإضافية الأخرى للمصروفات الأخرى,expense,True
21530000,المصروفات الأخرى المستبعدة,expense,False
21530100,المصروفات الأخرى مستبعدة بالتحصيل من شراء الأصول غير المالية,expense,False
21530101,المصروفات الأخرى مستبعدة من مصادر أخرى,expense,True
21600000,راء الاصول غير المالية ( الأستثمارات),expense,False
21610000,الأصول الثابتة,expense,False
21610100,استثمار مباشر,expense,False
21610101,مبانى سكنية,expense,True
21610102,مبانى غير سكنية,expense,True
21610103,تشييدات,expense,True
21610104,وسائل نقل,expense,True
21610105,وسائل انتقال,expense,True
21610106,آلات ومعدات,expense,True
21610107,عدد وأدوات,expense,True
21610108,تجهيزات,expense,True
21610109,ثروة حيوانية ومائية (أصول زراعية),expense,True
21610110,الات ومعدات طبية,expense,True
21610200,نفقات ايرادية مؤجلة (تشغيل),expense,False
21610201,مبانى سكنية,expense,True
21610202,مبانى غير سكنية,expense,True
21610203,تشييدات,expense,True
21610204,وسائل نقل,expense,True
21610205,وسائل انتقال,expense,True
21610206,آلات ومعدات,expense,True
21610207,عدد وأدوات,expense,True
21610208,تجهيزات,expense,True
21610209,ثروة حيوانية ومائية (أصول زراعية),expense,True
21610210,الات ومعدات طبية,expense,True
21620000,الأصول غير المنتجة,expense,False
21620100,أصول طبيعية,expense,False
21620101,شراء أراضى,expense,True
21620102,تمهيد وأستصلاح أراضى,expense,True
21620103,أصول طبيعية أخرى,expense,True
21630000,أصول غير مالية أخرى,expense,False
21630100,متنوعة,expense,False
21630101,فوائد سابقة على بدء التشغيل,expense,True
21630102,البعثات,expense,True
21630103,ابحاث ودراسات للمشروعات الأستثمارية,expense,True
21630104,دفعات مقدمة,expense,True
21630105,تعويضات فروق الأسعار للمقاولين,expense,True
21630106,الأجور للمشروعات الأستثمارية,expense,True
21630107,التعويضات,expense,True
21640000,شراء الأصول غير المالية الإجمالية والاحتياطيات العامة,expense,False
21640100,شراء الأصول غير المالية الإجمالية,expense,False
21640101,شراء أصول غير مالية إجمالية مدرجة بموازنات الجهات,expense,True
21640200,المتطلبات الإضافية لشراء الأصول غير المالية,expense,False
21640201,احتياطيات عامة لشراء الأصول غير المالية,expense,True
21640202,متطلبات إضافية أخرى لشراء الاصول غير المالية,expense,True
22000000,الحيازة من الاصول المالية,expense,False
22700000,حيازة الاصول المالية المحلية والاجنبية,expense,False
22710000,حيازة الاصول المالية المحلية,expense,False
22710100,أوراق مالية بخلاف الأسهم,expense,False
22710101,سندات,expense,True
22710102,أذون,expense,True
22710103,أخرى,expense,True
22710200,الاقراض,expense,False
22710201,لبنك الاستثمار,expense,True
22710202,للهيئات الاقتصادية,expense,True
22710203,للشركات القابضة,expense,True
22710204,لشركات قطاع الاعمال العام,expense,True
22710205,لشركات القطاع العام,expense,True
22710206,لأجهزة الموازنة العامة (القروض الخارجية المعاد أقراضها من الخزانة العامة),expense,True
22710207,لجهات أخرى,expense,True
22710300,مساهمات وحقوق ملكية,expense,False
22710301,فى بنك الاستثمار,expense,True
22710302,فى هيئات اقتصادية,expense,True
22710303,فى شركات قابضة,expense,True
22710304,فى شركات قطاع أعمال عام,expense,True
22710305,فى شركات قطاع عام,expense,True
22710306,فى جهات أخرى,expense,True
22710400,مساهمة الخزانة فى صندوق تمويل الهيكلة,expense,False
22710401,مساهمة الخزانة فى صندوق تمويل الهيكلة,expense,True
22720000,حيازة الاصول المالية الاجنبية,expense,False
22720100,أوراق مالية بخلاف الأسهم,expense,False
22720101,سندات,expense,True
22720102,أذون,expense,True
22720103,أخرى,expense,True
22720200,الاقراض,expense,False
22720201,لجهات أخرى,expense,True
22720300,مساهمات وحقوق ملكية,expense,False
22720301,فى جهات أخرى,expense,True
22730000,حيازة الأصول المالية الإجمالية والاحتياطيات العامة,expense,False
22730100,حيازة الأصول المالية الإجمالية,expense,False
22730101,حيازة الأصول المالية إجمالية مدرجة بموازنات الجهات,expense,True
22730200,المتطلبات الإضافية لحيازة الأصول المالية,expense,False
22730201,احتياطيات عامة لحيازة الأصول المالية,expense,True
22730202,المتطلبات الإضافية الأخرى لحيازة الأصول المالية,expense,True
23000000,سداد القروض,expense,False
23800000,داد القروض المحلية والاجنبية,expense,False
23810000,سداد القروض واستهلاك الاوراق المالية المحلية,expense,False
23810100,أستهلاك أوراق مالية بخلاف الأسهم,expense,False
23810101,سندات على الخزانة العامة,expense,True
23810102,اذون على الخزانة العامة,expense,True
23810103,اخرى,expense,True
23810200,سداد القروض المحلية,expense,False
23810201,لبنك الاستثمار القومى,expense,True
23810202,قروض خارجية معاد اقراضها عن طريق الخزانة,expense,True
23810203,لمصادر أخرى,expense,True
23810300,حسابات أخرى مستحقة الدفع,expense,False
23810301,مستحقات استثمارية,expense,True
23810302,أخرى,expense,True
23820000,سداد القروض واستهلاك الاوراق المالية الاجنبية,expense,False
23820100,أستهلاك أوراق مالية بخلاف الأسهم,expense,False
23820101,سندات على الخزانة العامة,expense,True
23820102,اذون على الخزانة العامة,expense,True
23820103,اخرى,expense,True
23820200,سداد القروض الاجنبية,expense,False
23820201,أقساط الدين العام الخارجى,expense,True
23820202,أقساط خارجية تسددها الجهات,expense,True
23830000,سداد القروض الإجمالية والاحتياطيات العامة,expense,False
23830100,سداد القروض الإجمالية,expense,False
23830101,سداد القروض إجمالية مدرجة بموازنات الجهات,expense,True
23830102,سداد القروض للحسابات والصناديق الخاصة,expense,True
23830200,المتطلبات الإضافية لسداد القروض,expense,False
23830201,المتطلبات الإضافية الأخرى لسداد القروض,expense,True
24000000,الاستخدامات الداخلية,expense,False
24900000,دفوعات الخزانة العامة,expense,False
24910000,تحويلات الى الخزانة العامة,expense,False
24910100,سداد الموارد,expense,False
24910101,المحصل بمعرفة وحدة الخزانة العامة,expense,True
30000000,الأصول,asset_non_current,False
31000000,الاصول المالية,asset_non_current,False
31100000,لاصول النقدية,asset_non_current,False
31110000,النقدية بالبنوك و الخزينة و البريد و الوحدةالحسابية,asset_non_current,False
31110100,البنك المركزى,asset_non_current,False
31110101,البنك المركزى - الاجور وتعويضات العاملين,asset_non_current,True
31110102,البنك المركزى - شراء السلع والخدمات,asset_non_current,True
31110103,البنك المركزى - الفوائد,asset_non_current,True
31110104,البنك المركزى - الدعم والمنح والمزايا الاجتماعية,asset_non_current,True
31110105,البنك المركزى - المصروفات الاخرى,asset_non_current,True
31110106,البنك المركزى - شراء الاصول غير المالية (الاستثمارات),asset_non_current,True
31110107,البنك المركزى - حيازة الاصول المالية المحلية والاجنبية,asset_non_current,True
31110108,البنك المركزى - سداد القروض المحلية والاجنبية,asset_non_current,True
31110109,ح/ جارى  البنك المركزى,asset_non_current,True
31110110,البنك المركزى - الضرائب,asset_non_current,True
31110111,البنك المركزى - المنح,asset_non_current,True
31110112,البنك المركزى - الايرادات الاخرى,asset_non_current,True
31110113,البنك المركزى - متحصلات الاقراض ومبيعات الاصول المالية,asset_non_current,True
31110114,البنك المركزى - الاقتراض وإصدار الاوراق المالية بخلاف الاسهم,asset_non_current,True
31110115,ح/ بنك مركزى - حصيلة بيع مشروعات,asset_non_current,True
31110116,ح/ بنك مركزى - حسابات وصناديق خاصة,asset_non_current,True
31110117,ح/ بنك مركزى - تصفية مصروفات,asset_non_current,True
31110118,ح/ بنك مركزى - تصفية ايرادات,asset_non_current,True
31110119,البنك المركزي-قروض,asset_non_current,True
31110120,البنك المركزي-منح,asset_non_current,True
31110121,البنك المركزي-موارد ذاتية,asset_non_current,True
31110200,بنك الاسثمار القومى,asset_non_current,False
31110201,ح / جارى بنك الاستثمار القومى,asset_non_current,True
31110202,ح / جارى بنك الاستثمار- دائنون,asset_non_current,True
31110300,النقدية,asset_non_current,False
31110301,ح / نقدية بالخزينة,asset_non_current,True
31110302,ح /  النقدية تحت التسوية,asset_non_current,True
31110399,ح /  النقدية تحت التسوية اخرى,asset_non_current,True
31110400,نقدية بالبريد,asset_non_current,False
31110401,ح / نقدية امانة بالبريد,asset_non_current,True
31110499,ح / نقدية بالبريد - اخرى,asset_non_current,True
31110500,الوحدة الحسابية المركزية لوزارة المالية,asset_non_current,False
31110501,ح / الوحدة الحسابية المركزية,asset_non_current,True
31110502,ح / الوحدة الحسابية المركزية -الاجور و تعويضات العاملين,asset_non_current,True
31110503,ح / الوحدة الحسابية المركزية - شراء السلع و الخدمات,asset_non_current,True
31110504,ح / الوحدة الحسابية المركزية - الفوائد,asset_non_current,True
31110505,ح / الوحدة الحسابية المركزية - الدعم و المنح و المزايا الأجتماعية,asset_non_current,True
31110506,ح / الوحدة الحسابية المركزية - المصروفات الأخرى,asset_non_current,True
31110507,"ح / الوحدة الحسابية المركزية - شراء الأصول غير المالية "" الا ستثمارات """,asset_non_current,True
31110508,ح / الوحدة الحسابية المركزية - حيازة الأصول المالية المحلية و الأجنبية,asset_non_current,True
31110509,ح / الوحدة الحسابية المركزية - سداد القروض المحلية و الأجنبية,asset_non_current,True
31110510,ح / الوحدة الحسابية المركزية - الضرائب,asset_non_current,True
31110511,ح / الوحدة الحسابية المركزية - المنح,asset_non_current,True
31110512,ح / الوحدة الحسابية المركزية - الايرادات الأخرى,asset_non_current,True
31110513,ح / الوحدة الحسابية المركزية - المتحصلات من الأقراض و مبيعات الأصول المالية,asset_non_current,True
31110514,ح / الوحدة الحسابية المركزية - الاقتراض و اصدار الاوراق المالية,asset_non_current,True
31110515,ح / الوحدة الحسابية المركزية - المدينون,asset_non_current,True
31110516,ح / الوحدة الحسابية المركزية - الدائنون,asset_non_current,True
31110517,ح/ الوحدة الحسابية المركزية -حسابات وصناديق خاصة,asset_non_current,True
31110600,بنوك اخرى,asset_non_current,False
31110601,ح/ بنوك اخرى,asset_non_current,True
31110700,الوحدة الحسابية المركزية,asset_non_current,False
31110701,ح / الوحدة الحسابية المركزية,asset_non_current,True
31120000,شيكات وحوالات تحت التحصيل,asset_non_current,False
31120100,شيكات تحت التحصيل - البنك المركزى,asset_non_current,False
31120101,شيكات تحت التحصيل- الاجور وتعويضات العاملين,asset_non_current,True
31120102,يكات تحت التحصيل - شراء السلع والخدمات,asset_non_current,True
31120103,شيكات تحت التحصيل - الفوائد,asset_non_current,True
31120104,شيكات تحت التحصيل - الدعم والمنح والمزايا الاجتماعية,asset_non_current,True
31120105,شيكات تحت التحصيل - المصروفات الاخرى,asset_non_current,True
31120106,شيكات تحت التحصيل - شراء الاصول غير المالية (الاستثمارات),asset_non_current,True
31120107,شيكات تحت التحصيل - حيازة الاصول المالية المحلية والاجنبية,asset_non_current,True
31120108,شيكات تحت التحصيل - سداد القروض المحلية والاجنبية,asset_non_current,True
31120109,شيكات تحت التحصيل - جارى,asset_non_current,True
31120110,لشيكات تحت التحصيل - الضرائب,asset_non_current,True
31120111,شيكات تحت التحصيل- المنح,asset_non_current,True
31120112,شيكات تحت التحصيل- الايرادات الاخرى,asset_non_current,True
31120113,شيكات تحت التحصيل- متحصلات الاقراض ومبيعات الاصول المالية,asset_non_current,True
31120114,شيكات تحت التحصيل - الاقتراض وإصدار الاوراق المالية بخلاف الاسهم,asset_non_current,True
31120200,شيكات تحت التحصيل - بنك الاستثمار القومى,asset_non_current,False
31120201,شيكات تحت التحصيل- استثمارى,asset_non_current,True
31120300,حوالات بريدية تحت التحصيل,asset_non_current,False
31120301,حوالات بريدية تحت التحصيل وارد,asset_non_current,True
31120400,شيكات تحت التحصيل - الوحدة الحساب المركزية لوزارة المالية,asset_non_current,False
31120401,شيكات تحت التحصيل - الاجور و تعويضات العاملين,asset_non_current,True
31120402,شيكات تحت التحصيل - شراء السلع والخدمات,asset_non_current,True
31120403,شيكات تحت التحصيل - الفوائد,asset_non_current,True
31120404,شيكات تحت التحصيل - الدعم والمنح والمزايا الاجتماعية,asset_non_current,True
31120405,شيكات تحت التحصيل - المصروفات الاخرى,asset_non_current,True
31120406,"شيكات تحت التحصيل - شراء الاصول غير المالية ""الاستثمارات",asset_non_current,True
31120407,شيكات تحت التحصيل - حيازة الاصول المالية المحلية والاجنبية,asset_non_current,True
31120408,شيكات تحت التحصيل - سداد القروض المحلية والاجنبية,asset_non_current,True
31120409,شيكات تحت التحصيل - الضرائب,asset_non_current,True
31120410,شيكات تحت التحصيل - المنح,asset_non_current,True
31120411,شيكات تحت التحصيل - الايرادات الاخرى,asset_non_current,True
31120412,شيكات تحت التحصيل - المتحصلات من الاقراض ومبيعات الاصول المالية,asset_non_current,True
31120413,شيكات تحت التحصيل - الاقتراض واصدار الاوراق المالية,asset_non_current,True
31120414,شيكات تحت التحصيل - المدينون,asset_non_current,True
31120415,شيكات تحت التحصيل - الدائنون,asset_non_current,True
31120500,اوامر الدفع الواردة -  الوحدة الحسابية المركزية لوزارة المالية,asset_non_current,False
31120501,اوامر الدفع الواردة - الاجور وتعويضات العاملين,asset_non_current,True
31120502,اوامر الدفع الواردة - شراء السلع و الخدمات,asset_non_current,True
31120503,اوامر الدفع الواردة - الفوائد,asset_non_current,True
31120504,اوامر الدفع الواردة - الدعم والمنح والمزايا الاجتماعية,asset_non_current,True
31120505,اوامر الدفع الواردة - المصروفات الاخرى,asset_non_current,True
31120506,"اومر الدفع الواردة - شراء الاصول غير المالية ""الاستثمارات",asset_non_current,True
31120507,اوامر الدفع الواردة - حيازة الاصول المالية المحلية و الاجنبية,asset_non_current,True
31120508,اوامر الدفع الواردة - سداد القروض المحلية والاجنبية,asset_non_current,True
31120509,اوامر الدفع الواردة - الضرائب,asset_non_current,True
31120510,اوامر الدفع الواردة - المنح,asset_non_current,True
31120511,اوامر الدفع الواردة - الايرادات الاخرى,asset_non_current,True
31120512,اوامر الدفع الواردة - المتحصلات من اقراض ومبيعات الاصول المالية,asset_non_current,True
31120513,اوامر الدفع الواردة - الاقتراض و اصدار الاوراق المالية,asset_non_current,True
31120514,اوامر الدفع الواردة - المدينون,asset_non_current,True
31120515,اوامر الدفع الواردة - الدائنون,asset_non_current,True
31120516,اوامر الدفع الواردة - حسابات وصناديق خاصة,asset_non_current,True
31130000,الحسابات المدينة المتنوعة,asset_non_current,False
31130100,حسابات مدينة متنوعة,asset_non_current,False
31130101,ح / مدينة - السلف المستديمة,asset_non_current,True
31130102,ح / مدينة - طرف الهيئة القومية للتامين والمعاشات (سلف معاشات),asset_non_current,True
31130103,ح / مدينة - مبالغ مخصومة بالخطا بنك مركزى,asset_non_current,True
31130104,ح / مدينة تحت التسوية - مبالغ مخصومة بالخطا طرف الوحدة الحسابية,asset_non_current,True
31130105,ح / مدينة - اعتمادات نقدية بالخارج,asset_non_current,True
31130106,ح / مدينة - تأمينات لدى الغير,asset_non_current,True
31130107,ح/ مدينة تحت التسوية (جهات/افراد),asset_non_current,True
31130108,ح/ مدينة تحت التسوية - طرف وزارة المالية,asset_non_current,True
31130109,ح/المنصرف بمعرفة جهات,asset_non_current,True
31130110,ح/ جارى مستحقات طرف وزارة المالية,asset_non_current,True
31130111,مدينة تحت التسوية جهات حكومية,asset_non_current,True
31130112,مدينة تحت التسوية جهات غير  حكومية,asset_non_current,True
31130113,مدينة تحت التسوية افراد,asset_non_current,True
