code,name,level,parent_code,account_type,full_path
12410303,من شركات قابضة,6,12410300,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية المحلية / المتحصلات من بيع الاصول وحقوق الملكية / من شركات قابضة
12410304,من شركات قطاع أعمال عام,6,12410300,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية المحلية / المتحصلات من بيع الاصول وحقوق الملكية / من شركات قطاع أعمال عام
12410305,من شركات قطاع عام,6,12410300,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية المحلية / المتحصلات من بيع الاصول وحقوق الملكية / من شركات قطاع عام
12410306,من جهات أخرى,6,12410300,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية المحلية / المتحصلات من بيع الاصول وحقوق الملكية / من جهات أخرى
12410400,الخصخصة,5,12410000,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية المحلية / الخصخصة
12410401,حصيلة الخصخصة,6,12410400,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية المحلية / الخصخصة / حصيلة الخصخصة
12420000,متحصلات الاقراض ومبيعات الاصول المالية الإجنبية,4,12400000,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية
12420100,متحصلات اوراق مالية بخلاف الاسهم,5,12420000,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / متحصلات اوراق مالية بخلاف الاسهم
12420101,سندات,6,12420100,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / متحصلات اوراق مالية بخلاف الاسهم / سندات
12420102,أذون,6,12420100,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / متحصلات اوراق مالية بخلاف الاسهم / أذون
12420103,اخرى,6,12420100,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / متحصلات اوراق مالية بخلاف الاسهم / اخرى
12420200,أقساط محصلة من الاقراض,5,12420000,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / أقساط محصلة من الاقراض
12420201,من الجهات الاخرى,6,12420200,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / أقساط محصلة من الاقراض / من الجهات الاخرى
12420300,المتحصلات من بيع الاصول وحقوق الملكية,5,12420000,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / المتحصلات من بيع الاصول وحقوق الملكية
12420301,من الجهات الاخرى,6,12420300,income,الموارد / المتحصلات من الحيازة / لباب الرابع المتحصلات من الإقراض ومبيعات الاصول المالية وغيرها من الاصول / متحصلات الاقراض ومبيعات الاصول المالية الإجنبية / المتحصلات من بيع الاصول وحقوق الملكية / من الجهات الاخرى
13000000,مصادر التمويل,2,10000000,income,الموارد / مصادر التمويل
13500000,الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم,3,13000000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم
13510000,الاقتراض واصدار الاوراق المالية المحلية,4,13500000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية
13510100,أصدار أوراق مالية بخلاف الاسهم,5,13510000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / أصدار أوراق مالية بخلاف الاسهم
13510101,سندات على الخزانة العامة,6,13510100,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / أصدار أوراق مالية بخلاف الاسهم / سندات على الخزانة العامة
13510102,اذون على الخزانة العامة,6,13510100,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / أصدار أوراق مالية بخلاف الاسهم / اذون على الخزانة العامة
13510103,اخرى,6,13510100,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / أصدار أوراق مالية بخلاف الاسهم / اخرى
13510200,الاقتراض,5,13510000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / الاقتراض
13510201,من بنك الاستثمار القومى لتمويل الاستثمارات,6,13510200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / الاقتراض / من بنك الاستثمار القومى لتمويل الاستثمارات
13510202,من بنك الاستثمار القومى لتمويل اغراض اخرى,6,13510200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / الاقتراض / من بنك الاستثمار القومى لتمويل اغراض اخرى
13510203,قروض خارجية معاد اقراضها عن طريق الخزانة,6,13510200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / الاقتراض / قروض خارجية معاد اقراضها عن طريق الخزانة
13510204,اقتراض لتمويل الاستثمارات,6,13510200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / الاقتراض / اقتراض لتمويل الاستثمارات
13510205,اقتراض من مصادر اخرى,6,13510200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية المحلية / الاقتراض / اقتراض من مصادر اخرى
13520000,الاقتراض واصدار الاوراق المالية الاجنبية,4,13500000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية
13520100,أصدار أوراق مالية بخلاف الاسهم,5,13520000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / أصدار أوراق مالية بخلاف الاسهم
13520101,سندات على الخزانة العامة,6,13520100,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / أصدار أوراق مالية بخلاف الاسهم / سندات على الخزانة العامة
13520102,اذون على الخزانة العامة,6,13520100,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / أصدار أوراق مالية بخلاف الاسهم / اذون على الخزانة العامة
13520103,اخرى,6,13520100,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / أصدار أوراق مالية بخلاف الاسهم / اخرى
13520200,الاقتراض,5,13520000,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / الاقتراض
13520201,لتمويل الاستثمارات,6,13520200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / الاقتراض / لتمويل الاستثمارات
13520202,لتمويل التزامات اخرى,6,13520200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / الاقتراض / لتمويل التزامات اخرى
13520203,لتمويل التزامات جارية,6,13520200,income,الموارد / مصادر التمويل / الباب الخامس - الاقتراض وإصدار الأوراق المالية بخلاف الأسهم / الاقتراض واصدار الاوراق المالية الاجنبية / الاقتراض / لتمويل التزامات جارية
14000000,الموارد الداخلية,2,10000000,income,الموارد / الموارد الداخلية
14900000,مويل الخزانة العامة,3,14000000,income,الموارد / الموارد الداخلية / مويل الخزانة العامة
14910000,تحويلات من الخزانة العامة,4,14900000,income,الموارد / الموارد الداخلية / مويل الخزانة العامة / تحويلات من الخزانة العامة
14910100,تمويل الاستخدامات,5,14910000,income,الموارد / الموارد الداخلية / مويل الخزانة العامة / تحويلات من الخزانة العامة / تمويل الاستخدامات
14910101,المنصرف بمعرفة وحدة الخزانة العامة,6,14910100,income,الموارد / الموارد الداخلية / مويل الخزانة العامة / تحويلات من الخزانة العامة / تمويل الاستخدامات / المنصرف بمعرفة وحدة الخزانة العامة
20000000,لإستخدامات,1,,expense,لإستخدامات
21000000,المصروفات,2,20000000,expense,لإستخدامات / المصروفات
21100000,الأجور وتعويضات العاملين,3,21000000,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين
21110000,الاجوروالبدلات النقدية والعينية,4,21100000,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية
21110100,الوظائف الدائمة,5,21110000,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة
21110101,المرتبات الأساسية,6,21110100,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة / المرتبات الأساسية
21110102,تكاليف المعارين و تتحمل الموازنة مرتباتهم,6,21110100,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة / تكاليف المعارين و تتحمل الموازنة مرتباتهم
21110103,تكاليف الإجازات الدراسية,6,21110100,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة / تكاليف الإجازات الدراسية
21110104,تكاليف المنح التدريبية,6,21110100,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة / تكاليف المنح التدريبية
21110105,الأجر الوظيفى,6,21110100,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة / الأجر الوظيفى
21110106,تكاليف أجور ومرتبات المخاطبين بأحكام القانون رقم (28) لسنة 2018,6,21110100,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف الدائمة / تكاليف أجور ومرتبات المخاطبين بأحكام القانون رقم (28) لسنة 2018
21110200,الوظائف المؤقتة,5,21110000,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة
21110201,المكافآت الشاملة (خبراء وطنيين),6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / المكافآت الشاملة (خبراء وطنيين)
21110202,المكافآت الشاملة (خبراء واجانب),6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / المكافآت الشاملة (خبراء واجانب)
21110203,أجور موسميين,6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / أجور موسميين
21110204,مكافآت الصبية,6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / مكافآت الصبية
21110205,مكافآت اطباء امتياز و اخصائى علاج طبيعى,6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / مكافآت اطباء امتياز و اخصائى علاج طبيعى
21110206,مكافآت الاساتذه المتفرغين,6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / مكافآت الاساتذه المتفرغين
21110207,مكافآت الاساتذه غير المتفرغين,6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / مكافآت الاساتذه غير المتفرغين
21110208,مكافآت مساعدى ومعاونى الوزراء,6,21110200,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / الوظائف المؤقتة / مكافآت مساعدى ومعاونى الوزراء
21110300,المكافآت,5,21110000,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت
21110301,تعويض العاملين عن جهود غير عادية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / تعويض العاملين عن جهود غير عادية
21110302,المكافآت التشجيعية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / المكافآت التشجيعية
21110303,تكاليف حافز الإثابة,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / تكاليف حافز الإثابة
21110304,حوافز العاملين بالكادر العام,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حوافز العاملين بالكادر العام
21110305,حوافز العاملين بالكادرات الخاصة,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حوافز العاملين بالكادرات الخاصة
21110306,الحافز المالى الإضافى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / الحافز المالى الإضافى
21110307,حوافز العلميين,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حوافز العلميين
21110308,حافز جذب العمالة,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز جذب العمالة
21110309,حافز تميز (ماجستير ودكتوراه),6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز تميز (ماجستير ودكتوراه)
21110310,مكافآت التدريس,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت التدريس
21110311,مكافآت الريادة العلمية و الاجتماعية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت الريادة العلمية و الاجتماعية
21110312,مكافآت البحوث الاكاديمية و التطبيقية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت البحوث الاكاديمية و التطبيقية
21110313,مكافآت الاشراف على الرسائل العلمية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت الاشراف على الرسائل العلمية
21110314,مكافآت الامتحانات,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت الامتحانات
21110315,مكافآت التصحيح,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت التصحيح
21110316,مكافآت حضور جلسات و لجان,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت حضور جلسات و لجان
21110317,مكافآت طوارئ للعسكريين,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت طوارئ للعسكريين
21110318,مكافآت التدريب,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت التدريب
21110319,مكافآت محو الامية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت محو الامية
21110320,مكافآت ساعات البحث الزائدة عن النصاب,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت ساعات البحث الزائدة عن النصاب
21110321,مكافآت اخرى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكافآت اخرى
21110322,تكاليف حافز اثابة اضافى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / تكاليف حافز اثابة اضافى
21110323,حوافز أداء المعلمين,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حوافز أداء المعلمين
21110324,حافز جودة,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز جودة
21110325,مكاقات المستشارين,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / مكاقات المستشارين
21110326,الحافز التعويضى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / الحافز التعويضى
21110327,حافز الميكنة وتحديث البيانات,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز الميكنة وتحديث البيانات
21110328,حافز اضافى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز اضافى
21110329,حافز تكميلى للحد الأدنى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز تكميلى للحد الأدنى
21110330,حافز تطوير التعليم قبل الجامعى,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز تطوير التعليم قبل الجامعى
21110331,حافز الإدارة المدرسية,6,21110300,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / المكافآت / حافز الإدارة المدرسية
21110400,بدلات نوعية,5,21110000,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية
21110401,بدل تمثيل الوظائف العليا,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تمثيل الوظائف العليا
21110402,بدل تمثيل لموظفين بالخارج,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تمثيل لموظفين بالخارج
21110403,بدل تمثيل لموظفين فنيين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تمثيل لموظفين فنيين
21110404,بدل طبيعة عمل للاطباء,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل طبيعة عمل للاطباء
21110405,بدل تسجيل الاطباء المقيمين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تسجيل الاطباء المقيمين
21110406,بدل حرمان للصيادلة و الحكيمات و المولدات و الممرضات و الزائرات الصحيات و المفتشات,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل حرمان للصيادلة و الحكيمات و المولدات و الممرضات و الزائرات الصحيات و المفتشات
21110407,بدل عدوى ووقاية من الاشعة,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل عدوى ووقاية من الاشعة
21110408,بدل تفرغ للمهندسين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفرغ للمهندسين
21110409,بدل تفرغ للمحامين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفرغ للمحامين
21110410,بدل تفرغ لموظفين فنيين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفرغ لموظفين فنيين
21110411,بدل تفرغ للمهندسين الزراعيين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفرغ للمهندسين الزراعيين
21110412,بدل تفرغ للاطباء البيطريين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفرغ للاطباء البيطريين
21110413,بدل تفرغ للتجاريين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفرغ للتجاريين
21110414,بدلات عسكرية,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدلات عسكرية
21110415,بدل طبيعة عمل,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل طبيعة عمل
21110416,بدل تفتيش,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل تفتيش
21110417,بدل امتياز,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل امتياز
21110418,بدل عمادة ووكالة و رئاسة قسم,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل عمادة ووكالة و رئاسة قسم
21110419,بدل صيارف و تحصيل و بدل عجز للصيارف,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل صيارف و تحصيل و بدل عجز للصيارف
21110420,بدل اختزال,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل اختزال
21110421,بدل خطر,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل خطر
21110422,بدل لمكافحة المخدرات,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل لمكافحة المخدرات
21110423,بدل سماعة للتليفون و اللاسلكى,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل سماعة للتليفون و اللاسلكى
21110424,بدل غطاسة,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل غطاسة
21110425,بدل قيادة,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل قيادة
21110426,بدل صناعة,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل صناعة
21110427,بدلات مهنية وفنية اخرى,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدلات مهنية وفنية اخرى
21110428,بدل اقامة بالجهات النائية,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل اقامة بالجهات النائية
21110429,بدل قرية للاخصائيين و الحكيمات و الباحثين الاجتماعيين,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل قرية للاخصائيين و الحكيمات و الباحثين الاجتماعيين
21110430,بدل سودان,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل سودان
21110431,بدل اغتراب,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل اغتراب
21110432,بدل مناخ,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل مناخ
21110433,بدل سكن فى الداخل و الخارج,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل سكن فى الداخل و الخارج
21110434,بدل ماجستير ودكتوراه,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل ماجستير ودكتوراه
21110435,بدل بحث,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل بحث
21110436,بدل استقبال و ضيافة,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل استقبال و ضيافة
21110437,بدل مراسلة,6,21110400,expense,لإستخدامات / المصروفات / الأجور وتعويضات العاملين / الاجوروالبدلات النقدية والعينية / بدلات نوعية / بدل مراسلة
